Delta Call,Bid Call,Ask Call,Exp,Strike,Bid Put,Ask Put,Delta Put,Expiration_Date
0.7076,183.35,185.95,18-Jun-21,630,83.95,84.85,-0.2923,18 JUN 21  (165)  100
0.6962,178.1,180.55,18-Jun-21,640,88.7,89.7,-0.3038,18 JUN 21  (165)  100
0.6848,173.2,175.4,18-Jun-21,650,93.6,94.6,-0.3152,18 JUN 21  (165)  100
0.6734,167.65,170.4,18-Jun-21,660,98.7,99.65,-0.3266,18 JUN 21  (165)  100
0.662,163,165.6,18-Jun-21,670,103.75,104.8,-0.3381,18 JUN 21  (165)  100
0.6506,158.5,161,18-Jun-21,680,109.05,110.1,-0.3495,18 JUN 21  (165)  100
0.6393,154.15,156.2,18-Jun-21,690,114,115.55,-0.3609,18 JUN 21  (165)  100
0.6278,149,151.75,18-Jun-21,700,120.1,121.1,-0.3722,18 JUN 21  (165)  100
0.6055,140.8,143.4,18-Jun-21,720,131.4,132.7,-0.3947,18 JUN 21  (165)  100
0.5837,133.8,135.2,18-Jun-21,740,143,144.35,-0.4171,18 JUN 21  (165)  100
0.5621,126.3,127.75,18-Jun-21,760,155.45,157.35,-0.4387,18 JUN 21  (165)  100
0.5407,118.8,120.6,18-Jun-21,780,168.35,170.3,-0.46,18 JUN 21  (165)  100
0.5202,112.5,113.9,18-Jun-21,800,181.7,183.55,-0.4808,18 JUN 21  (165)  100
0.4705,97.15,98.85,18-Jun-21,850,216.7,218.5,-0.5305,18 JUN 21  (165)  100
0.4249,84.25,86,18-Jun-21,900,254,255.75,-0.576,18 JUN 21  (165)  100
0.3841,73.8,75.3,18-Jun-21,950,292.75,295.4,-0.6175,18 JUN 21  (165)  100
0.3764,71.85,73.35,18-Jun-21,960,300.25,303.45,-0.6259,18 JUN 21  (165)  100
0.3687,69.9,71.45,18-Jun-21,970,308.9,311.6,-0.6329,18 JUN 21  (165)  100
0.3612,68.1,69.6,18-Jun-21,980,317.15,319.75,-0.6402,18 JUN 21  (165)  100
0.3539,66.3,67.75,18-Jun-21,990,324.65,328,-0.6484,18 JUN 21  (165)  100
0.3469,64.65,66.05,18-Jun-21,1000,332.85,336.25,-0.6557,18 JUN 21  (165)  100
0.3398,62.9,64.4,18-Jun-21,1010,341.85,344.6,-0.6618,18 JUN 21  (165)  100
0.333,61.35,62.75,18-Jun-21,1020,350.2,353,-0.6687,18 JUN 21  (165)  100
0.3265,59.85,61.2,18-Jun-21,1030,358.65,361.45,-0.6754,18 JUN 21  (165)  100
0.3199,58.3,59.65,18-Jun-21,1040,367.2,369.95,-0.6818,18 JUN 21  (165)  100
0.3134,56.8,58.15,18-Jun-21,1050,375.7,378.45,-0.6883,18 JUN 21  (165)  100
0.3069,55.15,56.75,18-Jun-21,1060,384.05,386.45,-0.6957,18 JUN 21  (165)  100
0.3009,53.9,55.35,18-Jun-21,1070,392.4,395.05,-0.7023,18 JUN 21  (165)  100
0.2949,52.55,54,18-Jun-21,1080,400.85,404.35,-0.7077,18 JUN 21  (165)  100
0.2888,51.05,52.7,18-Jun-21,1090,409.95,412.4,-0.7139,18 JUN 21  (165)  100
0.2823,49.95,50.75,18-Jun-21,1100,418.8,421.8,-0.7185,18 JUN 21  (165)  100
0.2778,48.75,50.2,18-Jun-21,1110,427.35,430.3,-0.7249,18 JUN 21  (165)  100
0.2723,47.55,49,18-Jun-21,1120,435.75,438.8,-0.7315,18 JUN 21  (165)  100
0.267,46.45,47.85,18-Jun-21,1130,445,447.65,-0.7363,18 JUN 21  (165)  100
0.2618,45.35,46.75,18-Jun-21,1140,453.8,457.05,-0.7408,18 JUN 21  (165)  100
0.257,44.45,45.65,18-Jun-21,1150,462.05,465.45,-0.7479,18 JUN 21  (165)  100
0.2518,43.25,44.6,18-Jun-21,1160,471,474.7,-0.7524,18 JUN 21  (165)  100
0.247,42.25,43.6,18-Jun-21,1170,479.95,483.35,-0.7579,18 JUN 21  (165)  100
0.2423,41.3,42.6,18-Jun-21,1180,488.9,492.2,-0.7631,18 JUN 21  (165)  100
0.2387,41,41.65,18-Jun-21,1190,497.85,501.3,-0.7679,18 JUN 21  (165)  100
0.2328,39.55,40.4,18-Jun-21,1200,507.05,510.5,-0.772,18 JUN 21  (165)  100
0.9746,473.25,477.55,16-Jul-21,260,5.75,6.3,-0.0266,16 JUL 21  (193)  100
0.9742,471.3,475.65,16-Jul-21,262,5.85,6.4,-0.027,16 JUL 21  (193)  100
0.9735,469.45,473.8,16-Jul-21,264,5.95,6.5,-0.0275,16 JUL 21  (193)  100
0.9726,465.65,470,16-Jul-21,268,6.2,6.75,-0.0286,16 JUL 21  (193)  100
0.9719,463.85,468.15,16-Jul-21,270,6.3,6.85,-0.0291,16 JUL 21  (193)  100
0.9713,462,466.25,16-Jul-21,272,6.4,7,-0.0297,16 JUL 21  (193)  100
0.9708,460.05,464.4,16-Jul-21,274,6.55,7.1,-0.0302,16 JUL 21  (193)  100
0.9706,458.1,462.35,16-Jul-21,276,6.65,7.25,-0.0308,16 JUL 21  (193)  100
0.9697,456.25,460.65,16-Jul-21,278,6.75,7.35,-0.0313,16 JUL 21  (193)  100
0.9692,454.4,458.75,16-Jul-21,280,6.9,7.5,-0.0319,16 JUL 21  (193)  100
0.9686,452.5,456.9,16-Jul-21,282,7.05,7.65,-0.0326,16 JUL 21  (193)  100
0.9679,450.7,455.05,16-Jul-21,284,7.15,7.75,-0.0331,16 JUL 21  (193)  100
0.9674,448.8,453.15,16-Jul-21,286,7.3,7.9,-0.0337,16 JUL 21  (193)  100
0.9668,446.9,451.3,16-Jul-21,288,7.4,8,-0.0342,16 JUL 21  (193)  100
0.9653,443.3,447.6,16-Jul-21,292,7.7,8.3,-0.0355,16 JUL 21  (193)  100
0.9647,441.45,445.75,16-Jul-21,294,7.85,8.45,-0.0362,16 JUL 21  (193)  100
0.9641,439.55,443.9,16-Jul-21,296,7.95,8.6,-0.0368,16 JUL 21  (193)  100
0.9634,437.7,442.05,16-Jul-21,298,8.1,8.75,-0.0375,16 JUL 21  (193)  100
0.9627,435.9,440.2,16-Jul-21,300,8.4,8.85,-0.0383,16 JUL 21  (193)  100
0.962,434.05,438.35,16-Jul-21,302,8.4,9.05,-0.0388,16 JUL 21  (193)  100
0.9613,432.2,436.5,16-Jul-21,304,8.6,9.2,-0.0395,16 JUL 21  (193)  100
0.961,431.25,435.6,16-Jul-21,305,8.65,9.3,-0.0399,16 JUL 21  (193)  100
0.9608,430.25,434.65,16-Jul-21,306,8.75,9.35,-0.0402,16 JUL 21  (193)  100
0.96,428.45,432.8,16-Jul-21,308,8.9,9.5,-0.0409,16 JUL 21  (193)  100
0.9591,426.7,431,16-Jul-21,310,9.05,9.7,-0.0416,16 JUL 21  (193)  100
0.9584,424.85,429.15,16-Jul-21,312,9.2,9.85,-0.0423,16 JUL 21  (193)  100
0.9578,423,427.3,16-Jul-21,314,9.4,10.05,-0.0431,16 JUL 21  (193)  100
0.9574,422.05,426.4,16-Jul-21,315,9.5,10.1,-0.0435,16 JUL 21  (193)  100
0.957,421.15,425.5,16-Jul-21,316,9.55,10.2,-0.0438,16 JUL 21  (193)  100
0.9564,419.25,423.65,16-Jul-21,318,9.75,10.35,-0.0446,16 JUL 21  (193)  100
0.9553,417.6,421.85,16-Jul-21,320,9.9,10.55,-0.0454,16 JUL 21  (193)  100
0.9546,415.75,420,16-Jul-21,322,10.1,10.7,-0.0461,16 JUL 21  (193)  100
0.954,413.8,418.2,16-Jul-21,324,10.25,10.9,-0.0469,16 JUL 21  (193)  100
0.9534,413,417.3,16-Jul-21,325,10.35,11,-0.0473,16 JUL 21  (193)  100
0.9531,412,416.4,16-Jul-21,326,10.45,11.1,-0.0477,16 JUL 21  (193)  100
0.9522,410.25,414.6,16-Jul-21,328,10.65,11.3,-0.0486,16 JUL 21  (193)  100
0.9515,408.45,412.75,16-Jul-21,330,10.85,11.45,-0.0494,16 JUL 21  (193)  100
0.9503,406.6,411.25,16-Jul-21,332,11,11.65,-0.0501,16 JUL 21  (193)  100
0.9498,404.8,409.15,16-Jul-21,334,11.2,11.8,-0.0509,16 JUL 21  (193)  100
0.9494,403.9,408.25,16-Jul-21,335,11.3,11.9,-0.0514,16 JUL 21  (193)  100
0.9486,403.05,407.55,16-Jul-21,336,11.4,12,-0.0518,16 JUL 21  (193)  100
0.948,402.2,406.75,16-Jul-21,337,11.5,12.15,-0.0523,16 JUL 21  (193)  100
0.9476,401.3,405.85,16-Jul-21,338,11.6,12.25,-0.0527,16 JUL 21  (193)  100
0.9474,400.3,404.85,16-Jul-21,339,11.7,12.35,-0.0531,16 JUL 21  (193)  100
0.9467,399.5,404.05,16-Jul-21,340,11.85,12.45,-0.0536,16 JUL 21  (193)  100
0.9462,398.6,403.2,16-Jul-21,341,11.95,12.55,-0.054,16 JUL 21  (193)  100
0.9461,397.7,402.05,16-Jul-21,342,12.05,12.65,-0.0545,16 JUL 21  (193)  100
0.9454,396.8,401.4,16-Jul-21,343,12.15,12.8,-0.055,16 JUL 21  (193)  100
0.945,395.85,400.5,16-Jul-21,344,12.25,12.9,-0.0554,16 JUL 21  (193)  100
0.9447,395,399.45,16-Jul-21,345,12.35,13,-0.0558,16 JUL 21  (193)  100
0.9441,394.05,398.7,16-Jul-21,346,12.45,13.1,-0.0563,16 JUL 21  (193)  100
0.9436,393.25,397.8,16-Jul-21,347,12.55,13.2,-0.0567,16 JUL 21  (193)  100
0.9433,392.35,396.8,16-Jul-21,348,12.7,13.3,-0.0572,16 JUL 21  (193)  100
0.9429,391.45,395.8,16-Jul-21,349,12.8,13.45,-0.0577,16 JUL 21  (193)  100
0.9424,390.5,395.05,16-Jul-21,350,12.9,13.55,-0.0581,16 JUL 21  (193)  100
0.9418,389.7,394.15,16-Jul-21,351,13,13.6,-0.0585,16 JUL 21  (193)  100
0.9413,388.75,393.4,16-Jul-21,352,13.15,13.75,-0.0591,16 JUL 21  (193)  100
0.9408,387.95,392.4,16-Jul-21,353,13.25,13.9,-0.0596,16 JUL 21  (193)  100
0.9403,387.05,391.55,16-Jul-21,354,13.35,14,-0.06,16 JUL 21  (193)  100
0.9399,386.1,390.65,16-Jul-21,355,13.45,14.1,-0.0605,16 JUL 21  (193)  100
0.9395,385.2,389.75,16-Jul-21,356,13.6,14.25,-0.061,16 JUL 21  (193)  100
0.9389,384.4,388.85,16-Jul-21,357,13.7,14.35,-0.0615,16 JUL 21  (193)  100
0.9384,383.5,388,16-Jul-21,358,13.85,14.45,-0.062,16 JUL 21  (193)  100
0.9379,382.65,387.1,16-Jul-21,359,13.95,14.6,-0.0625,16 JUL 21  (193)  100
0.9373,381.8,386.25,16-Jul-21,360,14.05,14.7,-0.0629,16 JUL 21  (193)  100
0.9369,380.9,385.35,16-Jul-21,361,14.2,14.85,-0.0635,16 JUL 21  (193)  100
0.9363,380.05,384.5,16-Jul-21,362,14.35,14.95,-0.064,16 JUL 21  (193)  100
0.9359,379.15,383.6,16-Jul-21,363,14.45,15.1,-0.0645,16 JUL 21  (193)  100
0.9353,378.3,382.75,16-Jul-21,364,14.55,15.2,-0.065,16 JUL 21  (193)  100
0.9348,377.4,381.85,16-Jul-21,365,14.7,15.3,-0.0655,16 JUL 21  (193)  100
0.9343,376.5,381,16-Jul-21,366,14.8,15.45,-0.066,16 JUL 21  (193)  100
0.9339,375.65,380.05,16-Jul-21,367,14.9,15.6,-0.0665,16 JUL 21  (193)  100
0.9334,374.7,379.25,16-Jul-21,368,15.05,15.65,-0.067,16 JUL 21  (193)  100
0.9327,373.95,378.4,16-Jul-21,369,15.2,15.85,-0.0676,16 JUL 21  (193)  100
0.9323,373.05,377.45,16-Jul-21,370,15.3,15.95,-0.0681,16 JUL 21  (193)  100
0.9317,372.15,376.65,16-Jul-21,371,15.45,16.1,-0.0686,16 JUL 21  (193)  100
0.9312,371.3,375.75,16-Jul-21,372,15.6,16.25,-0.0692,16 JUL 21  (193)  100
0.9306,370.45,374.9,16-Jul-21,373,15.7,16.35,-0.0697,16 JUL 21  (193)  100
0.93,369.6,374.05,16-Jul-21,374,15.85,16.5,-0.0702,16 JUL 21  (193)  100
0.9295,368.75,373.15,16-Jul-21,375,15.95,16.65,-0.0708,16 JUL 21  (193)  100
0.9289,367.85,372.35,16-Jul-21,376,16.1,16.75,-0.0713,16 JUL 21  (193)  100
0.9284,367,371.5,16-Jul-21,377,16.25,16.9,-0.0719,16 JUL 21  (193)  100
0.9279,366.05,370.6,16-Jul-21,378,16.4,17.05,-0.0724,16 JUL 21  (193)  100
0.9273,365.25,369.75,16-Jul-21,379,16.5,17.2,-0.073,16 JUL 21  (193)  100
0.9266,364.45,368.95,16-Jul-21,380,16.65,17.35,-0.0735,16 JUL 21  (193)  100
0.9261,363.55,368.05,16-Jul-21,381,16.8,17.45,-0.0741,16 JUL 21  (193)  100
0.9256,362.7,367.15,16-Jul-21,382,16.95,17.6,-0.0746,16 JUL 21  (193)  100
0.925,361.85,366.3,16-Jul-21,383,17.1,17.75,-0.0752,16 JUL 21  (193)  100
0.9246,360.9,365.45,16-Jul-21,384,17.2,17.9,-0.0758,16 JUL 21  (193)  100
0.9239,360.15,364.6,16-Jul-21,385,17.35,18.05,-0.0763,16 JUL 21  (193)  100
0.9234,359.2,363.75,16-Jul-21,386,17.5,18.2,-0.0769,16 JUL 21  (193)  100
0.9227,358.45,362.9,16-Jul-21,387,17.65,18.35,-0.0775,16 JUL 21  (193)  100
0.9221,357.6,362.1,16-Jul-21,388,17.8,18.5,-0.0781,16 JUL 21  (193)  100
0.9216,356.65,361.2,16-Jul-21,389,17.95,18.65,-0.0787,16 JUL 21  (193)  100
0.921,355.8,360.4,16-Jul-21,390,18.1,18.8,-0.0793,16 JUL 21  (193)  100
0.9203,355.05,359.5,16-Jul-21,391,18.25,18.95,-0.0799,16 JUL 21  (193)  100
0.9199,354.1,358.65,16-Jul-21,392,18.4,19.1,-0.0804,16 JUL 21  (193)  100
0.9192,353.35,357.8,16-Jul-21,393,18.55,19.25,-0.081,16 JUL 21  (193)  100
0.9185,352.55,357,16-Jul-21,394,18.7,19.4,-0.0816,16 JUL 21  (193)  100
0.9179,351.7,356.15,16-Jul-21,395,18.85,19.55,-0.0822,16 JUL 21  (193)  100
0.9173,350.85,355.3,16-Jul-21,396,19,19.7,-0.0828,16 JUL 21  (193)  100
0.9168,349.85,354.45,16-Jul-21,397,19.2,19.85,-0.0835,16 JUL 21  (193)  100
0.9161,349.1,353.65,16-Jul-21,398,19.3,20.05,-0.084,16 JUL 21  (193)  100
0.9156,348.2,352.75,16-Jul-21,399,19.45,20.2,-0.0846,16 JUL 21  (193)  100
0.9148,347.5,351.95,16-Jul-21,400,19.65,20.35,-0.0853,16 JUL 21  (193)  100
0.9118,343.25,347.75,16-Jul-21,405,20.45,21.2,-0.0884,16 JUL 21  (193)  100
0.9085,339.1,343.6,16-Jul-21,410,21.3,22.05,-0.0916,16 JUL 21  (193)  100
0.9052,335,339.5,16-Jul-21,415,22.15,22.9,-0.0949,16 JUL 21  (193)  100
0.9017,331,335.4,16-Jul-21,420,23.1,23.85,-0.0984,16 JUL 21  (193)  100
0.8987,326.85,331,16-Jul-21,425,24,24.75,-0.1017,16 JUL 21  (193)  100
0.8952,322.8,326.95,16-Jul-21,430,25,25.75,-0.1053,16 JUL 21  (193)  100
0.8914,319.65,322.3,16-Jul-21,435,26,26.75,-0.1089,16 JUL 21  (193)  100
0.8876,315.7,318.45,16-Jul-21,440,27.05,27.8,-0.1126,16 JUL 21  (193)  100
0.8831,311.8,315.35,16-Jul-21,445,28.1,28.9,-0.1164,16 JUL 21  (193)  100
0.8801,307.85,310.45,16-Jul-21,450,29.25,30,-0.1203,16 JUL 21  (193)  100
0.8766,303.3,306.85,16-Jul-21,455,30.35,31.15,-0.1242,16 JUL 21  (193)  100
0.8716,300.15,303.55,16-Jul-21,460,31.5,32.35,-0.1282,16 JUL 21  (193)  100
0.8681,296.45,299,16-Jul-21,465,32.75,33.55,-0.1322,16 JUL 21  (193)  100
0.8639,291.9,296.05,16-Jul-21,470,33.95,34.8,-0.1363,16 JUL 21  (193)  100
0.8597,288.2,292.35,16-Jul-21,475,35.25,36.1,-0.1406,16 JUL 21  (193)  100
0.8551,285,288.65,16-Jul-21,480,36.5,37.4,-0.1448,16 JUL 21  (193)  100
0.8513,281.45,284.15,16-Jul-21,485,37.85,38.75,-0.1491,16 JUL 21  (193)  100
0.8471,277.25,280.75,16-Jul-21,490,39.2,40.15,-0.1535,16 JUL 21  (193)  100
0.8423,274.55,276.85,16-Jul-21,495,40.65,41.6,-0.1579,16 JUL 21  (193)  100
0.8381,271.4,272.4,16-Jul-21,500,42.1,43.05,-0.1624,16 JUL 21  (193)  100
0.828,264.2,267.3,16-Jul-21,510,45.1,46.1,-0.1716,16 JUL 21  (193)  100
0.8188,257.05,260.4,16-Jul-21,520,48.3,49.3,-0.181,16 JUL 21  (193)  100
0.8092,250.45,253.75,16-Jul-21,530,51.6,52.7,-0.1906,16 JUL 21  (193)  100
0.7996,243.35,247.35,16-Jul-21,540,55.05,56.2,-0.2004,16 JUL 21  (193)  100
0.7895,237.55,240.9,16-Jul-21,550,58.65,59.85,-0.2103,16 JUL 21  (193)  100
0.7797,230.8,234.55,16-Jul-21,560,62.4,63.65,-0.2204,16 JUL 21  (193)  100
0.7694,224.75,228.65,16-Jul-21,570,66.3,67.6,-0.2306,16 JUL 21  (193)  100
0.7589,219.5,222.75,16-Jul-21,580,70.35,71.7,-0.2409,16 JUL 21  (193)  100
0.7486,213.5,216.95,16-Jul-21,590,74.55,75.95,-0.2514,16 JUL 21  (193)  100
0.7382,207.55,211.3,16-Jul-21,600,78.85,80.3,-0.2618,16 JUL 21  (193)  100
0.7275,203,205.8,16-Jul-21,610,83.45,84.8,-0.2724,16 JUL 21  (193)  100
0.717,197.45,200.45,16-Jul-21,620,88,89.5,-0.283,16 JUL 21  (193)  100
0.7064,191.65,195.2,16-Jul-21,630,92.8,94.4,-0.2936,16 JUL 21  (193)  100
0.6958,186.7,189.7,16-Jul-21,640,97.65,99.35,-0.3042,16 JUL 21  (193)  100
0.6852,181.8,185.3,16-Jul-21,650,102.8,104.45,-0.3148,16 JUL 21  (193)  100
0.6746,177.2,180.45,16-Jul-21,660,107.95,109.6,-0.3254,16 JUL 21  (193)  100
0.6641,173.35,175.65,16-Jul-21,670,113.3,114.95,-0.336,16 JUL 21  (193)  100
0.6535,167.85,171.1,16-Jul-21,680,118.7,120.4,-0.3466,16 JUL 21  (193)  100
0.6429,163.45,166.4,16-Jul-21,690,123.95,126,-0.3572,16 JUL 21  (193)  100
0.6325,159.3,162.3,16-Jul-21,700,129.65,131.55,-0.3677,16 JUL 21  (193)  100
0.6119,151.1,154,16-Jul-21,720,141.45,143.45,-0.3883,16 JUL 21  (193)  100
0.5916,143.9,145.8,16-Jul-21,740,153.6,155.55,-0.4088,16 JUL 21  (193)  100
0.5718,136.55,138.8,16-Jul-21,760,166.15,168.3,-0.4288,16 JUL 21  (193)  100
0.5522,129.6,131.8,16-Jul-21,780,179.15,181.35,-0.4485,16 JUL 21  (193)  100
0.5335,123.8,125.15,16-Jul-21,800,192.65,194.8,-0.4676,16 JUL 21  (193)  100
0.5236,119.95,121.8,16-Jul-21,810,199.45,201.4,-0.4772,16 JUL 21  (193)  100
0.5146,116.9,119,16-Jul-21,820,206.4,208.6,-0.4863,16 JUL 21  (193)  100
0.5053,113.95,115.8,16-Jul-21,830,213.4,215.4,-0.4956,16 JUL 21  (193)  100
0.4962,110.9,112.95,16-Jul-21,840,220.5,222.5,-0.5047,16 JUL 21  (193)  100
0.4875,108.3,110.05,16-Jul-21,850,227.7,229.65,-0.5136,16 JUL 21  (193)  100
0.4787,105.4,107.45,16-Jul-21,860,234.95,236.95,-0.5224,16 JUL 21  (193)  100
0.4703,102.95,104.85,16-Jul-21,870,242.25,244.2,-0.5311,16 JUL 21  (193)  100
0.4618,100.35,102.25,16-Jul-21,880,249.7,251.75,-0.5395,16 JUL 21  (193)  100
0.4535,97.85,99.75,16-Jul-21,890,257.15,259.25,-0.5479,16 JUL 21  (193)  100
0.4452,95.3,97.3,16-Jul-21,900,264.75,266.8,-0.5562,16 JUL 21  (193)  100
0.4373,93.15,94.9,16-Jul-21,910,272.35,274.45,-0.5643,16 JUL 21  (193)  100
0.4293,90.8,92.6,16-Jul-21,920,280.05,281.95,-0.5724,16 JUL 21  (193)  100
0.4215,88.6,90.35,16-Jul-21,930,287.85,289.7,-0.5803,16 JUL 21  (193)  100
0.4139,86.5,88.2,16-Jul-21,940,295.7,297.7,-0.5878,16 JUL 21  (193)  100
0.4063,84.4,86.05,16-Jul-21,950,303.6,305.6,-0.5954,16 JUL 21  (193)  100
0.399,82.4,84,16-Jul-21,960,311.45,313.35,-0.6031,16 JUL 21  (193)  100
0.3917,80.4,82,16-Jul-21,970,318.95,321.8,-0.6105,16 JUL 21  (193)  100
0.3847,78.5,80.1,16-Jul-21,980,327,329.9,-0.6176,16 JUL 21  (193)  100
0.3777,76.65,78.2,16-Jul-21,990,335.1,338,-0.6247,16 JUL 21  (193)  100
0.3708,74.85,76.35,16-Jul-21,1000,343.25,346.2,-0.6316,16 JUL 21  (193)  100
0.3641,73.05,74.6,16-Jul-21,1010,352.05,354.45,-0.6377,16 JUL 21  (193)  100
0.3576,71.4,72.9,16-Jul-21,1020,359.7,362.75,-0.645,16 JUL 21  (193)  100
0.3512,69.8,71.2,16-Jul-21,1030,368.05,371.1,-0.6515,16 JUL 21  (193)  100
0.3449,68.2,69.6,16-Jul-21,1040,376.4,379.5,-0.6579,16 JUL 21  (193)  100
0.3386,66.5,68,16-Jul-21,1050,384.8,387.95,-0.6642,16 JUL 21  (193)  100
0.3327,65.1,66.5,16-Jul-21,1060,393.25,396.4,-0.6703,16 JUL 21  (193)  100
0.3265,63.5,65,16-Jul-21,1070,401.75,404.95,-0.6763,16 JUL 21  (193)  100
0.3207,62.05,63.55,16-Jul-21,1080,410.3,413.5,-0.6822,16 JUL 21  (193)  100
0.3152,60.85,62.15,16-Jul-21,1090,418.9,422.1,-0.688,16 JUL 21  (193)  100
0.3097,59.5,60.8,16-Jul-21,1100,427.5,430.75,-0.6937,16 JUL 21  (193)  100
0.3041,58.15,59.45,16-Jul-21,1110,435.8,439.5,-0.6996,16 JUL 21  (193)  100
0.2985,56.65,58.2,16-Jul-21,1120,444.45,448.2,-0.7051,16 JUL 21  (193)  100
0.2932,55.4,56.95,16-Jul-21,1130,453.15,456.95,-0.7105,16 JUL 21  (193)  100
0.2882,54.3,55.7,16-Jul-21,1140,463.35,465.75,-0.7137,16 JUL 21  (193)  100
0.2829,53,54.5,16-Jul-21,1150,472.15,474.55,-0.7188,16 JUL 21  (193)  100
0.2781,51.9,53.35,16-Jul-21,1160,480.95,483.45,-0.7238,16 JUL 21  (193)  100
0.2734,50.8,52.3,16-Jul-21,1170,489.8,492.35,-0.7287,16 JUL 21  (193)  100
0.2687,49.75,51.2,16-Jul-21,1180,498.65,501.25,-0.7336,16 JUL 21  (193)  100
0.264,48.7,50.15,16-Jul-21,1190,507.6,510.2,-0.7382,16 JUL 21  (193)  100
0.2594,47.7,49,16-Jul-21,1200,516.5,519.15,-0.7429,16 JUL 21  (193)  100
0.9999,726.45,731.25,17-Sep-21,1,0,0.02,0,17 SEP 21  (256)  100
0.9999,725.45,730.25,17-Sep-21,2,0,0.01,0,17 SEP 21  (256)  100
0.9999,724.45,729.25,17-Sep-21,3,0,0.05,0,17 SEP 21  (256)  100
0.9999,723.45,728.25,17-Sep-21,4,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9999,722.45,727.25,17-Sep-21,5,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,721.45,726.25,17-Sep-21,6,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,720.45,725.25,17-Sep-21,7,0,0.06,-0.0001,17 SEP 21  (256)  100
0.9998,719.45,724.25,17-Sep-21,8,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,718.45,723.25,17-Sep-21,9,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,717.45,722.25,17-Sep-21,10,0,0.04,-0.0001,17 SEP 21  (256)  100
0.9998,716.45,721.25,17-Sep-21,11,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,715.45,720.25,17-Sep-21,12,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,714.45,719.25,17-Sep-21,13,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,713.45,718.25,17-Sep-21,14,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,712.45,717.25,17-Sep-21,15,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,711.45,716.25,17-Sep-21,16,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,710.45,715.25,17-Sep-21,17,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,709.45,714.25,17-Sep-21,18,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,708.45,713.25,17-Sep-21,19,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,707.45,712.25,17-Sep-21,20,0.03,0.05,-0.0001,17 SEP 21  (256)  100
0.9998,706.45,711.25,17-Sep-21,21,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9997,705.45,710.25,17-Sep-21,22,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9997,704.45,709.25,17-Sep-21,23,0,0.05,-0.0001,17 SEP 21  (256)  100
0.9997,703.45,708.25,17-Sep-21,24,0,0.32,-0.0005,17 SEP 21  (256)  100
0.9997,702.45,707.25,17-Sep-21,25,0,0.32,-0.0005,17 SEP 21  (256)  100
0.9997,701.45,706.25,17-Sep-21,26,0,0.33,-0.0005,17 SEP 21  (256)  100
0.9997,700.45,705.25,17-Sep-21,27,0,0.34,-0.0005,17 SEP 21  (256)  100
0.9997,699.45,704.25,17-Sep-21,28,0,0.34,-0.0005,17 SEP 21  (256)  100
0.9997,698.45,703.25,17-Sep-21,29,0,0.35,-0.0005,17 SEP 21  (256)  100
0.9999,697.35,702.25,17-Sep-21,30,0.06,0.2,-0.0004,17 SEP 21  (256)  100
0.9999,696.35,701.25,17-Sep-21,31,0.01,0.35,-0.0006,17 SEP 21  (256)  100
0.9998,695.4,700.25,17-Sep-21,32,0.06,0.35,-0.0006,17 SEP 21  (256)  100
0.9998,694.4,699.25,17-Sep-21,33,0,0.36,-0.0006,17 SEP 21  (256)  100
0.9999,693.35,698.25,17-Sep-21,34,0,0.36,-0.0006,17 SEP 21  (256)  100
0.9999,692.35,697.25,17-Sep-21,35,0,0.3,-0.0005,17 SEP 21  (256)  100
0.9999,691.35,696.25,17-Sep-21,36,0.03,0.36,-0.0006,17 SEP 21  (256)  100
0.9997,690.45,695.25,17-Sep-21,37,0,0.37,-0.0006,17 SEP 21  (256)  100
0.9995,689.45,694.35,17-Sep-21,38,0.1,0.15,-0.0005,17 SEP 21  (256)  100
0.9998,688.5,693.15,17-Sep-21,39,0,0.37,-0.0006,17 SEP 21  (256)  100
0.9998,687.4,692.25,17-Sep-21,40,0.13,0.37,-0.0008,17 SEP 21  (256)  100
0.9996,685.45,690.3,17-Sep-21,42,0,0.38,-0.0007,17 SEP 21  (256)  100
0.9995,683.5,688.3,17-Sep-21,44,0.06,0.39,-0.0008,17 SEP 21  (256)  100
0.9993,681.55,686.35,17-Sep-21,46,0.02,0.4,-0.0008,17 SEP 21  (256)  100
0.9992,679.55,684.4,17-Sep-21,48,0.02,0.41,-0.0008,17 SEP 21  (256)  100
0.9993,677.55,682.35,17-Sep-21,50,0.1,0.42,-0.0009,17 SEP 21  (256)  100
0.9991,675.6,680.4,17-Sep-21,52,0.02,0.43,-0.0008,17 SEP 21  (256)  100
